Employment date (UNCLASS);Time begin (Z) (UNCLASS);Time end (Z) (UNCLASS);Position MGRS (UNCLASS);Position LAT (UNCLASS);Position LONG (UNCLASS);Mission (UNCLASS);Town (UNCLASS);Province (UNCLASS);Country (UNCLASS);Weather (UNCLASS);Terrain (UNCLASS);Possible CDE issue (UNDCLASS);Comment (UNCLASS)
20-nov-15;08:33;;38SLC 398 035;33,45897738;43,27620908;CAS;Ramadi;Al Anbar ;Iraq;Overcast initially, half way clearing up;urban area;ND;
20-nov-15;07:00;;38SLB 370 988;33,41618199;43,24694515;CAS;Ramadi;Al Anbar ;Iraq;Overcast initially, half way clearing up;urban area;ND;
20-nov-15;12:11;;38SKF 820 432;36,50933681;42,56567241;CAS;Approximately 10NM NE of Tall Afar;Ninawah ;Iraq;Clear weather;industrial area;ND;
21-nov-15;11:53;;38SLC 411 040;33,4636789;43,29010343;CAS;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
21-nov-15;11:56;;38SLC 412 056;33,47811881;43,29089587;CAS;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
21-nov-15;12:08;;38SLC 412 056;33,47811881;43,29089587;CAS;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
22-nov-15;08:01;;38SLB 738 927;33,3661382;43,64347093;CAS;Approximately 2.5NM north of Taqaddum AB;East Anbar;Iraq;Clear weather;urban area;ND;
23-nov-15;12:47;;38SLF 329 450;36,53580026;43,13335036;CAS;Approximately 10NM west of Mosul, and near Qayyarah;Ninawah ;Iraq;Clear weather;urban area;ND;
23-nov-15;14:55;;38SLE 546 721;35,88237137;43,38918793;CAS;Approximately 10NM west of Mosul, and near Qayyarah;Ninawah ;Iraq;Clear weather;urban area;ND;
24-nov-15;12:34;;38SLF 237 484;36,56478094;43,02985439;CAS;Approximately 12NM northwest of Mosul and 18NM east of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
24-nov-15;13:36;;38SLF 614 213;36,32677394;43,45584115;CAS;Approximately 12NM northwest of Mosul and 18NM east of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
24-nov-15;15:06;;38SKC 758 484;33,85210564;42,5766908;CAS;Approximately 5.8 NM northeast of Al Assad Airbase;Al Anbar ;Iraq;Clear weather;urban area;ND;
25-nov-15;13:24;;38SLF 240 483;36,56393531;43,03322794;CAS;Approximately 15NM northwest and 16NM east of Mosul;Ninawa ;Iraq;Clear weather;urban area;ND;
25-nov-15;13:28;;38SLF 240 483;36,56393531;43,03322794;CAS;Approximately 15NM northwest and 16NM east of Mosul;Ninawa ;Iraq;Clear weather;urban area;ND;
25-nov-15;13:49;;38SLF 614 213;36,32677394;43,45584115;CAS;Approximately 15NM northwest and 16NM east of Mosul;Ninawa ;Iraq;Clear weather;urban area;ND;
25-nov-15;13:49;;38SLF 614 210;36,32407029;43,4558945;CAS;Approximately 15NM northwest and 16NM east of Mosul;Ninawa ;Iraq;Clear weather;urban area;ND;
25-nov-15;13:36;;38SLF 240 483;36,56393531;43,03322794;CAS;Approximately 15NM northwest and 16NM east of Mosul;Ninawa ;Iraq;Clear weather;urban area;ND;
25-nov-15;14:25;;38SLF 241 484;36,56485471;43,03432199;CAS;Approximately 15NM northwest and 16NM east of Mosul;Ninawa ;Iraq;Clear weather;urban area;ND;
27-nov-15;16:52;;37SGA 623 153;36,24702153;41,91906621;CAS;Approximately 4.7NM Southeast of Sinjar;Ninawah ;Iraq;Clear weather;urban area;ND;
27-nov-15;13:33;;38SLB 412 975;33,40509152;43,29232762;CAS;Ramadi;Al Anbar ;Iraq;Broken clouds;urban area;ND;
27-nov-15;13:33;;38SLB 412 976;33,4059931;43,29230997;CAS;Ramadi;Al Anbar ;Iraq;Broken clouds;urban area;ND;
28-nov-15;01:07;;37SFU 903 044;34,36348575;41,06937926;AI;Approximately 1,5NM W & SW of Sadah;Al Anbar ;Iraq;Clear weather;urban area;ND;
28-nov-15;01:00;;37SFU 903 044;34,36348575;41,06937926;AI;Approximately 1,5NM W & SW of Sadah;Al Anbar ;Iraq;Clear weather;urban area;ND;
28-nov-15;01:00;;37SFU 903 043;34,3625845;41,06935709;AI;Approximately 1,5NM W & SW of Sadah;Al Anbar ;Iraq;Clear weather;urban area;ND;
28-nov-15;01:00;;37SFU 891 060;34,3781257;41,05669007;AI;Approximately 1,5NM W & SW of Sadah;Al Anbar ;Iraq;Clear weather;urban area;ND;
28-nov-15;01:00;;37SFU 891 060;34,3781257;41,05669007;AI;Approximately 1,5NM W & SW of Sadah;Al Anbar ;Iraq;Clear weather;urban area;ND;
28-nov-15;01:00;;37SFU 891 060;34,3781257;41,05669007;AI;Approximately 1,5NM W & SW of Sadah;Al Anbar ;Iraq;Clear weather;urban area;ND;
28-nov-15;13:36;;38SLB 591 966;33,39947635;43,48489568;CAS;Habbaniyah;Al Anbar ;Iraq;Clear weather;urban area;ND;
28-nov-15;13:36;;38SLB 591 966;33,39947635;43,48489568;CAS;Habbaniyah;Al Anbar ;Iraq;Clear weather;urban area;ND;
28-nov-15;15:22;;38SLB 588 969;33,40214191;43,48162369;CAS;Habbaniyah;Al Anbar ;Iraq;Clear weather;urban area;ND;
28-nov-15;15:22;;38SLB 588 969;33,40214191;43,48162369;CAS;Habbaniyah;Al Anbar ;Iraq;Clear weather;urban area;ND;
28-nov-15;13:36;;38SLB 590 966;33,39946322;43,4838207;CAS;Habbaniyah;Al Anbar ;Iraq;Clear weather;urban area;ND;
29-nov-15;13:19;;37SGA 626 190;36,28025405;41,92364335;CAS;Approximately 2NM southwest of Sinjar;Ninawah ;Iraq;Clear weather;open area;ND;
30-nov-15;18:13;;37SGU 005 005;34,32641444;41,17931827;AI;Approximately 3NM southeast of Al Qaim;Al Anbar ;Iraq;Scattered clouds;industrial area;ND;
30-nov-15;18:13;;37SGU 006 004;34,32549391;41,1803812;AI;Approximately 3NM southeast of Al Qaim;Al Anbar ;Iraq;Scattered clouds;industrial area;ND;
30-nov-15;18:13;;37SGU 006 004;34,32549391;41,1803812;AI;Approximately 3NM southeast of Al Qaim;Al Anbar ;Iraq;Scattered clouds;industrial area;ND;
30-nov-15;18:13;;37SGU 006 004;34,32549391;41,1803812;AI;Approximately 3NM southeast of Al Qaim;Al Anbar ;Iraq;Scattered clouds;industrial area;ND;
6-dec-15;00:11;;38SLC 309 032;33,45490453;43,1805404;CAS;Approximately 5NM NW of Ramadi;East Anbar;Iraq;Clear weather;rural area;ND;
6-dec-15;00:11;;38SLC 312 032;33,45495186;43,18376689;CAS;Approximately 5NM NW of Ramadi;East Anbar;Iraq;Clear weather;rural area;ND;
8-dec-15;05:15;;38SLE 454 619;35,78903751;43,28928054;AI;Al Qayyarah ;Ninawah ;Iraq;Clear weather;urban area;ND;
8-dec-15;05:15;;38SLE 454 619;35,78903751;43,28928054;AI;Al Qayyarah ;Ninawah ;Iraq;Clear weather;urban area;ND;
8-dec-15;05:15;;38SLE 454 620;35,78993874;43,28926122;AI;Al Qayyarah ;Ninawah ;Iraq;Clear weather;urban area;ND;
8-dec-15;05:15;;38SLE 454 620;35,78993874;43,28926122;AI;Al Qayyarah ;Ninawah ;Iraq;Clear weather;urban area;ND;
8-dec-15;05:34;;38SLE 454 619;35,78903751;43,28928054;AI;Al Qayyarah ;Ninawah ;Iraq;Clear weather;urban area;ND;
8-dec-15;05:34;;38SLE 454 620;35,78993874;43,28926122;AI;Al Qayyarah ;Ninawah ;Iraq;Clear weather;urban area;ND;
9-dec-15;06:07;;38SLC 405 011;33,43744426;43,28416453;CAS;Ramadi;East Anbar;Iraq;Clear weather;urban area;ND;
11-dec-15;06:02;;38SLB 441 985;33,41453267;43,32332807;CAS;Southeast of Ramadi;Anbar ;Iraq;Clear weather;urban area;ND;
11-dec-15;06:11;;38SLB 441 986;33,41543426;43,32331074;CAS;Southeast of Ramadi;Anbar ;Iraq;Clear weather;urban area;ND;
12-dec-15;20:20;;37SGU 683 199;34,48582011;41,92160197;AI;Rawah ;Al Anbar ;Iraq;Scattered to broken clouds;urban area;ND;
12-dec-15;20:04;;37SGU 683 199;34,48582011;41,92160197;AI;Rawah ;Al Anbar ;Iraq;Scattered to broken clouds;urban area;ND;
12-dec-15;20:13;;37SGU 683 199;34,48582011;41,92160197;AI;Rawah ;Al Anbar ;Iraq;Scattered to broken clouds;urban area;ND;
12-dec-15;20:04;;37SGU 683 199;34,48582011;41,92160197;AI;Rawah ;Al Anbar ;Iraq;Scattered to broken clouds;urban area;ND;
12-dec-15;20:04;;37SGU 683 199;34,48582011;41,92160197;AI;Rawah ;Al Anbar ;Iraq;Scattered to broken clouds;urban area;ND;
12-dec-15;20:04;;37SGU 683 199;34,48582011;41,92160197;AI;Rawah ;Al Anbar ;Iraq;Scattered to broken clouds;urban area;ND;
14-dec-15;11:04;;38SLE 911 112;35,33812832;43,80167567;AI;Hawijah;Kirkuk;Iraq;Overcast weather;urban area;ND;
14-dec-15;11:04;;38SLE 910 112;35,33811741;43,80057549;AI;Hawijah;Kirkuk;Iraq;Overcast weather;urban area;ND;
14-dec-15;11:25;;38SLE 911 112;35,33812832;43,80167567;AI;Hawijah;Kirkuk;Iraq;Overcast weather;urban area;ND;
14-dec-15;11:25;;38SLE 911 113;35,33902982;43,80166236;AI;Hawijah;Kirkuk;Iraq;Overcast weather;urban area;ND;
15-dec-15;11:18;;38SLC 384 035;33,45876704;43,26115076;CAS;North of Ramadi;Al Anbar ;Iraq;Overcast clouds;flat terrain;ND;
15-dec-15;11:18;;38SLC 384 036;33,45966859;43,26113276;CAS;North of Ramadi;Al Anbar ;Iraq;Overcast clouds;flat terrain;ND;
18-dec-15;08:45;;38SLF 193 402;36,49008021;42,98263194;CAS;Approximately 4.5NM southeast of Sinjar;Ninawah ;Iraq;Scattered clouds;urban area;ND;
18-dec-15;08:45;;38SLF 193 402;36,49008021;42,98263194;CAS;Approximately 4.5NM southeast of Sinjar;Ninawah ;Iraq;Scattered clouds;urban area;ND;
18-dec-15;08:26;;37SGA 523 165;36,26049026;41,80828877;CAS;Approximately 4.5NM southeast of Sinjar;Ninawah ;Iraq;Scattered clouds;urban area;ND;
18-dec-15;08:26;;37SGA 523 165;36,26049026;41,80828877;CAS;Approximately 4.5NM southeast of Sinjar;Ninawah ;Iraq;Scattered clouds;urban area;ND;
19-dec-15;05:32;;38SLB 435 982;33,41174054;43,31692981;CAS;South part of Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
19-dec-15;10:55;;38SLC 355 064;33,4844701;43,22942725;CAS;Ramadi ;Al Anbar ;Iraq;Clear weather;urban area;ND;
19-dec-15;12:20;;38SLB 879 908;33,35056775;43,79523754;CAS;Fallujah;Al Anbar ;Iraq;Clear weather;urban area;ND;
19-dec-15;12:20;;38SLB 879 908;33,35056775;43,79523754;CAS;Fallujah;Al Anbar ;Iraq;Clear weather;urban area;ND;
20-dec-15;19:17;;38SLF 281 240;36,34573459;43,08441511;AI;Mosul;Ninewa ;Iraq;Clear weather;urban area;ND;
20-dec-15;19:17;;38SLF 281 240;36,34573459;43,08441511;AI;Mosul;Ninewa ;Iraq;Clear weather;urban area;ND;
20-dec-15;19:17;;38SLF 281 240;36,34573459;43,08441511;AI;Mosul;Ninewa ;Iraq;Clear weather;urban area;ND;
20-dec-15;19:17;;38SLF 281 240;36,34573459;43,08441511;AI;Mosul;Ninewa ;Iraq;Clear weather;urban area;ND;
22-dec-15;16:50;;38SKF 671 414;36,48961608;42,39998189;CAS;Approximately 6 NM North of Tall Afar;Ninawah ;Iraq;Clear weather;urban area;ND;
22-dec-15;17:56;;38SLF 579 189;36,30463503;43,41729789;CAS;Approximately 11 NM East of Mosul ;Ninawah ;Iraq;Clear weather;urban area;ND;
22-dec-15;17:56;;38SLF 578 189;36,30462028;43,41618448;CAS;Approximately 11 NM East of Mosul ;Ninawah ;Iraq;Clear weather;urban area;ND;
22-dec-15;16:42;;38SKF 671 414;36,48961608;42,39998189;CAS;Approximately 6 NM North of Tall Afar;Ninawah ;Iraq;Clear weather;urban area;ND;
22-dec-15;16:42;;38SKF 671 414;36,48961608;42,39998189;CAS;Approximately 6 NM North of Tall Afar;Ninawah ;Iraq;Clear weather;urban area;ND;
23-dec-15;15:33;;38SLF 607 225;36,33748749;43,44783038;CAS;Approximately 15 NM East of Mosul;Ninawah ;Iraq;Clear weather;urban and industrial area;ND;
23-dec-15;17:28;;38SLF 581 219;36,33170057;43,41897868;CAS;Approximately 15 NM East of Mosul;Ninawah ;Iraq;Clear weather;urban and industrial area;ND;
23-dec-15;17:28;;38SLF 581 219;36,33170057;43,41897868;CAS;Approximately 15 NM East of Mosul;Ninawah ;Iraq;Clear weather;urban and industrial area;ND;
23-dec-15;16:13;;38SLF 575 184;36,30006997;43,41293557;CAS;Approximately 15 NM East of Mosul;Ninawah ;Iraq;Clear weather;urban and industrial area;ND;
23-dec-15;17:28;;38SLF 581 219;36,33170057;43,41897868;CAS;Approximately 15 NM East of Mosul;Ninawah ;Iraq;Clear weather;urban and industrial area;ND;
25-dec-15;15:28;;38SLB 421 981;33,41063382;43,30189687;CAS;South part of Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
25-dec-15;13:14;;38SKF 879 408;36,48904486;42,63216264;CAS;Approximately 11 NM Northeast of Tall Afar;Ninawah ;Iraq;Clear weather;urban area;ND;
25-dec-15;15:27;;38SLB 421 985;33,41424014;43,30182667;CAS;South part of Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
26-dec-15;01:06;;38SKE 527 797;35,93038453;42,25884891;AI;Approximately 15 NM Southeast of Sinjar;Ninawah ;Iraq;Clear weather;open area;ND;
26-dec-15;01:04;;37SGV 283 965;36,08632694;41,53558571;AI;Approximately 15 NM Southeast of Sinjar;Ninawah ;Iraq;Clear weather;open area;ND;
26-dec-15;01:04;;37SGV 467 986;36,10074205;41,74039754;AI;Approximately 15 NM Southeast of Sinjar;Ninawah ;Iraq;Clear weather;open area;ND;
26-dec-15;01:04;;37SGV 467 986;36,10074205;41,74039754;AI;Approximately 15 NM Southeast of Sinjar;Ninawah ;Iraq;Clear weather;open area;ND;
27-dec-15;17:29;;38SLF 226 464;36,54655782;43,01802898;CAS;Approximately 13 NM North of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
27-dec-15;16:13;;38SLF 214 447;36,53101787;43,00502319;CAS;Approximately 13 NM North of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
27-dec-15;12:25;;38SLC 429 018;33,4441098;43,30985048;CAS;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
28-dec-15;16:11;;38SLF 399 440;36,52798767;43,21171864;CAS;Approximately 7 NM North of Mosul;Ninawah ;Iraq;Clear weather;open area;ND;
29-dec-15;17:58;;38SLF 417 447;36,53459498;43,2316719;CAS;Approximately 11 NM North of Mosul;Ninawah ;Iraq;Cloudy weather;urban area;ND;
30-dec-15;17:33;;38SKF 824 421;36,4995201;42,57044522;CAS;Approximately 5 NM Northwest of Kisik;Ninawah ;Iraq;Overcast clouds;industrial area;ND;
30-dec-15;17:33;;38SKF 824 421;36,4995201;42,57044522;CAS;Approximately 5 NM Northwest of Kisik;Ninawah ;Iraq;Overcast clouds;industrial area;ND;
30-dec-15;17:33;;38SKF 823 422;36,50039806;42,56930143;CAS;Approximately 5 NM Northwest of Kisik;Ninawah ;Iraq;Overcast clouds;industrial area;ND;
30-dec-15;17:33;;38SKF 823 422;36,50039806;42,56930143;CAS;Approximately 5 NM Northwest of Kisik;Ninawah ;Iraq;Overcast clouds;industrial area;ND;
30-dec-15;17:33;;38SKF 824 421;36,4995201;42,57044522;CAS;Approximately 5 NM Northwest of Kisik;Ninawah ;Iraq;Overcast clouds;industrial area;ND;
30-dec-15;17:33;;38SKF 824 421;36,4995201;42,57044522;CAS;Approximately 5 NM Northwest of Kisik;Ninawah ;Iraq;Overcast clouds;industrial area;ND;
30-dec-15;17:33;;38SKF 824 421;36,4995201;42,57044522;CAS;Approximately 5 NM Northwest of Kisik;Ninawah ;Iraq;Overcast clouds;industrial area;ND;
30-dec-15;17:33;;38SKF 824 421;36,4995201;42,57044522;CAS;Approximately 5 NM Northwest of Kisik;Ninawah ;Iraq;Overcast clouds;industrial area;ND;
30-dec-15;17:39;;38SKF 829 421;36,49963362;42,57602331;CAS;Approximately 5 NM Northwest of Kisik;Ninawah ;Iraq;Overcast clouds;industrial area;ND;
30-dec-15;17:39;;38SKF 829 421;36,49963362;42,57602331;CAS;Approximately 5 NM Northwest of Kisik;Ninawah ;Iraq;Overcast clouds;industrial area;ND;
1-jan-16;18:21;;38SLB 420 986;33,415127;43,30073404;CAS;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;;Overhang attached to intended target
2-jan-16;19:34;;38SLC 555 037;33,46301431;43,44505553;CAS;Ramadi;Al Anbar ;Iraq;clear weather;urban area;ND;
2-jan-16;19:34;;38SLC 555 037;33,46301431;43,44505553;CAS;Ramadi;Al Anbar ;Iraq;clear weather;urban area;ND;
2-jan-16;20:11;;38SLB 420 987;33,41602857;43,30071648;CAS;Ramadi;Al Anbar ;Iraq;overcast;urban area;ND;
2-jan-16;20:11;;38SLB 420 992;33,42053647;43,30062864;CAS;Ramadi;Al Anbar ;Iraq;overcast;urban area;ND;
3-jan-16;11:03;;38SLF 570 185;36,30089713;43,40735054;CAS;Approximately 9 NM southeast of Mosul;Ninawah ;Iraq;clear weather;urban area;ND;
3-jan-16;12:10;;38SLF 570 185;36,30089713;43,40735054;CAS;Approximately 9 NM southeast of Mosul;Ninawah ;Iraq;overcast;urban area;ND;
3-jan-16;12:10;;38SLF 570 185;36,30089713;43,40735054;CAS;Approximately 9 NM southeast of Mosul;Ninawah ;Iraq;overcast;urban area;ND;
4-jan-16;05:15;;37SGA 545 140;36,23740169;41,83193654;CAS;Approximately 6 NM south of Sinjar;Ninewa ;Iraq;overcast;urban area;ND;
4-jan-16;05:15;;37SGA 546 136;36,23377354;41,83291801;CAS;Approximately 6 NM south of Sinjar;Ninewa ;Iraq;overcast;urban area;ND;
4-jan-16;05:15;;37SGA 545 135;36,23289942;41,83177404;CAS;Approximately 6 NM south of Sinjar;Ninewa ;Iraq;overcast;urban area;ND;
4-jan-16;05:15;;37SGA 546 138;36,23557445;41,83298303;CAS;Approximately 6 NM south of Sinjar;Ninewa ;Iraq;overcast;urban area;ND;
4-jan-16;05:15;;37SGA 515 135;36,23368457;41,79842971;CAS;Approximately 6 NM south of Sinjar;Ninewa ;Iraq;overcast;urban area;ND;
4-jan-16;05:15;;37SGA 519 133;36,23177947;41,80281137;CAS;Approximately 6 NM south of Sinjar;Ninewa ;Iraq;overcast;urban area;ND;
4-jan-16;05:15;;37SGA 519 138;36,23628185;41,80297219;CAS;Approximately 6 NM south of Sinjar;Ninewa ;Iraq;overcast;urban area;ND;
4-jan-16;05:15;;37SGA 519 138;36,23628185;41,80297219;CAS;Approximately 6 NM south of Sinjar;Ninewa ;Iraq;overcast;urban area;ND;
4-jan-16;05:15;;37SGA 545 135;36,23289942;41,83177404;CAS;Approximately 6 NM south of Sinjar;Ninewa ;Iraq;overcast;urban area;ND;
4-jan-16;05:15;;37SGA 545 135;36,23289942;41,83177404;CAS;Approximately 6 NM south of Sinjar;Ninewa ;Iraq;overcast;urban area;ND;
6-jan-16;17:26;;38SKC 973 240;33,63654472;42,81450902;AI;Dulab;East Anbar;Iraq;Broken layer around 10k;urban area;ND;
6-jan-16;17:03;;38SKC 801 524;33,88905565;42,62213296;AI;Dulab;East Anbar;Iraq;Broken layer around 10k;urban area;ND;
6-jan-16;17:03;;38SKC 801 524;33,88905565;42,62213296;AI;Dulab;East Anbar;Iraq;Broken layer around 10k;urban area;ND;
6-jan-16;17:03;;38SKC 802 524;33,88907651;42,62321349;AI;Dulab;East Anbar;Iraq;Broken layer around 10k;urban area;ND;
8-jan-16;05:53;;38SLB 437 998;33,4261951;43,31880183;CAS;Ramadi;Al Anbar ;Iraq;Partially cloudy;urban area;ND;
8-jan-16;05:53;;38SLB 434 998;33,42615132;43,31557618;CAS;Ramadi;Al Anbar ;Iraq;Partially cloudy;urban area;ND;
8-jan-16;06:05;;38SLB 434 997;33,42524974;43,3155936;CAS;Ramadi;Al Anbar ;Iraq;Partially cloudy;urban area;ND;
8-jan-16;05:44;;38SLC 448 002;33,42996125;43,33056024;CAS;Ramadi;Al Anbar ;Iraq;Partially cloudy;urban area;ND;
12-jan-16;21:12;;38SLF 331 270;36,37364654;43,13946269;AI;Mosul area;Ninawah ;Iraq;Clear weather;urban area;ND;
12-jan-16;21:12;;38SLF 331 270;36,37364654;43,13946269;AI;Mosul area;Ninawah ;Iraq;Clear weather;urban area;ND;
12-jan-16;21:12;;38SLF 331 270;36,37364654;43,13946269;AI;Mosul area;Ninawah ;Iraq;Clear weather;urban area;ND;
12-jan-16;21:12;;38SLF 331 270;36,37364654;43,13946269;AI;Mosul area;Ninawah ;Iraq;Clear weather;urban area;ND;
12-jan-16;21:12;;38SLF 303 314;36,41280228;43,10730337;AI;Mosul area;Ninawah ;Iraq;Clear weather;urban area;ND;
12-jan-16;12:29;;38SLF 303 314;36,41280228;43,10730337;AI;Mosul area;Ninawah ;Iraq;Clear weather;urban area;ND;
12-jan-16;21:12;;38SLF 303 314;36,41280228;43,10730337;AI;Mosul area;Ninawah ;Iraq;Clear weather;urban area;ND;
12-jan-16;21:12;;38SLF 303 315;36,41370332;43,10728151;AI;Mosul area;Ninawah ;Iraq;Clear weather;urban area;ND;
12-jan-16;21:12;;38SLF 303 315;36,41370332;43,10728151;AI;Mosul area;Ninawah ;Iraq;Clear weather;urban area;ND;
12-jan-16;07:00;;38SLC 440 021;33,44697527;43,32162821;CAS;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
12-jan-16;09:49;;38SLF 532 328;36,42919334;43,36234491;CAS;Approximately 7 NM northeast of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
12-jan-16;09:49;;38SLF 532 328;36,42919334;43,36234491;CAS;Approximately 7 NM northeast of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
12-jan-16;11:04;;38SLF 532 329;36,4300945;43,36232598;CAS;Approximately 7 NM northeast of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
12-jan-16;11:04;;38SLF 532 329;36,4300945;43,36232598;CAS;Approximately 7 NM northeast of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
12-jan-16;07:13;;38SLC 439 021;33,44696071;43,32055274;CAS;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
12-jan-16;11:06;;38SLF 532 329;36,4300945;43,36232598;CAS;Approximately 7 NM northeast of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
12-jan-16;11:06;;38SLF 532 329;36,4300945;43,36232598;CAS;Approximately 7 NM northeast of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
13-jan-16;08:08;;38SLC 442 012;33,4388901;43,32393526;CAS;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
13-jan-16;08:12;;38SLC 441 010;33,43707238;43,32289458;CAS;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
13-jan-16;06:41;;38SLC 440 013;33,43976259;43,32176714;CAS;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
13-jan-16;07:21;;38SLC 440 014;33,44066418;43,32174978;CAS;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
13-jan-16;07:21;;38SLC 442 011;33,43798851;43,3239526;CAS;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
13-jan-16;08:06;;38SLC 442 011;33,43798851;43,3239526;CAS;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
13-jan-16;07:21;;38SLC 441 013;33,43977714;43,32284253;CAS;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
13-jan-16;09:20;;38SLC 441 012;33,43887556;43,32285988;CAS;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
16-jan-16;12:07;;38SLF 556 691;36,75667353;43,38229367;CAS;Approximately 35 NM southwest of Erbil;Erbil;Iraq;Clear weather;urban area;ND;
16-jan-16;18:02;;38SLE 451 243;35,45012074;43,29317995;AI;Approximately 28 NM north-north-west of Bayji;Kirkuk;Iraq;Clear weather;urban area;ND;
16-jan-16;18:02;;38SLE 451 243;35,45012074;43,29317995;AI;Approximately 28 NM north-north-west of Bayji;Kirkuk;Iraq;Clear weather;urban area;ND;
16-jan-16;18:02;;38SLE 451 242;35,44921947;43,29319899;AI;Approximately 28 NM north-north-west of Bayji;Kirkuk;Iraq;Clear weather;urban area;ND;
16-jan-16;18:02;;38SLE 451 242;35,44921947;43,29319899;AI;Approximately 28 NM north-north-west of Bayji;Kirkuk;Iraq;Clear weather;urban area;ND;
16-jan-16;18:02;;38SLE 451 242;35,44921947;43,29319899;AI;Approximately 28 NM north-north-west of Bayji;Kirkuk;Iraq;Clear weather;urban area;ND;
16-jan-16;18:02;;38SLE 451 242;35,44921947;43,29319899;AI;Approximately 28 NM north-north-west of Bayji;Kirkuk;Iraq;Clear weather;urban area;ND;
16-jan-16;12:11;;38SLF 556 691;36,75667353;43,38229367;CAS;Approximately 35 NM southwest of Erbil;Erbil;Iraq;Clear weather;urban area;ND;
17-jan-16;12:03;;38SKF 915 371;36,45650672;42,67331892;CAS;Approximately 12 NM northeast of Tal Afar;Ninawah;Iraq;Clear weather;flat terrain;ND;
17-jan-16;11:48;;38SKF 822 433;36,51028306;42,56787572;CAS;Approximately 12 NM northeast of Tal Afar;Ninawah;Iraq;Clear weather;flat terrain;ND;
17-jan-16;12:11;;38SKF 915 371;36,45650672;42,67331892;CAS;Approximately 12 NM northeast of Tal Afar;Ninawah;Iraq;Clear weather;flat terrain;ND;
17-jan-16;11:49;;38SKF 822 433;36,51028306;42,56787572;CAS;Approximately 12 NM northeast of Tal Afar;Ninawah;Iraq;Clear weather;flat terrain;ND;
18-jan-16;20:01;;38SLF 316 284;36,38599972;43,12244603;AI;Mosul;Ninawah;Iraq;Clear weather;urban area;ND;
18-jan-16;20:01;;38SLF 316 284;36,38599972;43,12244603;AI;Mosul;Ninawah;Iraq;Clear weather;urban area;ND;
18-jan-16;20:01;;38SLF 316 284;36,38599972;43,12244603;AI;Mosul;Ninawah;Iraq;Clear weather;urban area;ND;
18-jan-16;20:01;;38SLF 316 284;36,38599972;43,12244603;AI;Mosul;Ninawah;Iraq;Clear weather;urban area;ND;
18-jan-16;20:07;;38SLF 316 284;36,38599972;43,12244603;AI;Mosul;Ninawah;Iraq;Clear weather;urban area;ND;
