Employment date (UNCLASS);Time begin (Z) (UNCLASS);Time end (Z) (UNCLASS);Position MGRS (UNCLASS);Position LAT (UNCLASS);Position LONG (UNCLASS);Mission (UNCLASS);Town (UNCLASS);Province (UNCLASS);Country (UNCLASS);Weather (UNCLASS);Terrain (UNCLASS);Possible CDE issue (UNDCLASS);Comment (UNCLASS)
20-sep-15;22:53;;38SLF 266 246;36,35087168;43,06757462;AI;City of Mosul;Ninawah;Iraq;clear weather;industrial area;ND;
20-sep-15;22:53;;38SLF 266 246;36,35087168;43,06757462;AI;City of Mosul;Ninawah;Iraq;clear weather;industrial area;ND;
21-sep-15;05:58;;38SKF 677 412;36,48796062;42,40673395;CAS;Approximately 36nm W/NW of Mosul;Ninawah;Iraq;clear weather;urban area;ND;
22-sep-15;04:24;;38SLB 385 989;33,41731045;43,26305312;CAS;Ramadi;Anbar;Iraq;clear weather;urban area;ND;
22-sep-15;04:31;;38SLB 385 989;33,41731045;43,26305312;CAS;Ramadi;Anbar;Iraq;clear weather;urban area;ND;
23-sep-15;22:10;;38SLF 274 238;36,34380725;43,07666288;AI;Mosul;Ninewa;Iraq;clear weather;urban area;ND;
23-sep-15;22:10;;38SLF 274 238;36,34380725;43,07666288;AI;Mosul;Ninewa;Iraq;clear weather;urban area;ND;
23-sep-15;22:10;;38SLF 274 238;36,34380725;43,07666288;AI;Mosul;Ninewa;Iraq;clear weather;urban area;ND;
23-sep-15;22:10;;38SLF 274 238;36,34380725;43,07666288;AI;Mosul;Ninewa;Iraq;clear weather;urban area;ND;
23-sep-15;22:10;;38SLF 306 232;36,33896944;43,11243439;AI;Mosul;Ninewa;Iraq;clear weather;urban area;ND;
23-sep-15;22:10;;38SLF 306 232;36,33896944;43,11243439;AI;Mosul;Ninewa;Iraq;clear weather;urban area;ND;
23-sep-15;23:10;;38SLF 306 232;36,33896944;43,11243439;AI;Mosul;Ninewa;Iraq;clear weather;urban area;ND;
23-sep-15;23:10;;38SLF 306 232;36,33896944;43,11243439;AI;Mosul;Ninewa;Iraq;clear weather;urban area;ND;
25-sep-15;06:08;;38SKC 242 618;33,96057815;42,01535506;AI;Approximately 25nm northwest of Al Asad airbase;Anbar ;Iraq;Clear weather ;open terrain;ND;
25-sep-15;06:08;;38SKC 242 618;33,96057815;42,01535506;AI;Approximately 25nm northwest of Al Asad airbase;Anbar ;Iraq;Clear weather ;open terrain;ND;
25-sep-15;06:08;;38SKC 242 618;33,96057815;42,01535506;AI;Approximately 25nm northwest of Al Asad airbase;Anbar ;Iraq;Clear weather ;open terrain;ND;
25-sep-15;06:08;;38SKC 242 618;33,96057815;42,01535506;AI;Approximately 25nm northwest of Al Asad airbase;Anbar ;Iraq;Clear weather ;open terrain;ND;
26-sep-15;22:09;;38SKC 972 238;33,63472309;42,81347709;AI;Town of Hit, approximately 25nm northwest of Ramadi;Anbar ;Iraq;Clear weather ;urban area;ND;
26-sep-15;22:09;;38SKC 972 238;33,63472309;42,81347709;AI;Town of Hit, approximately 25nm northwest of Ramadi;Anbar ;Iraq;Clear weather ;urban area;ND;
26-sep-15;22:09;;38SKC 972 238;33,63472309;42,81347709;AI;Town of Hit, approximately 25nm northwest of Ramadi;Anbar ;Iraq;Clear weather ;urban area;ND;
26-sep-15;22:09;;38SKC 972 238;33,63472309;42,81347709;AI;Town of Hit, approximately 25nm northwest of Ramadi;Anbar ;Iraq;Clear weather ;urban area;ND;
28-sep-15;15:03;;38SLD 632 658;34,92545368;43,50226548;CAS;Bayji city;Salah Ad Din ;Iraq;Clear weather ;urban area;ND;
28-sep-15;15:03;;38SLD 632 658;34,92545368;43,50226548;CAS;Bayji city;Salah Ad Din ;Iraq;Clear weather ;urban area;ND;
29-sep-15;15:09;;38SLB 784 865;33,31075988;43,69374011;CAS;Approximately 5NM SW of Fallujah;Anbar ;Iraq;Clear weather ;;ND;
29-sep-15;14:57;;38SKF 537 354;36,43223464;42,25244841;CAS;Approximately 100nm west of Mosul;Ninawah ;Iraq;Clear weather;urban/open area;ND;
29-sep-15;14:30;;37SGA 562 237;36,32429447;41,85401274;CAS;Approximately 100nm west of Mosul;Ninawah ;Iraq;Clear weather;urban/open area;ND;
29-sep-15;15:04;;38SLB 784 865;33,31075988;43,69374011;CAS;Approximately 5NM SW of Fallujah;Anbar ;Iraq;Clear weather;;ND;
29-sep-15;14:30;;37SGA 578 240;36,32656893;41,87191545;CAS;Approximately 100nm west of Mosul;Ninawah ;Iraq;Clear weather;urban/open area;ND;
2-Oct-15;13:16;;38SLF 652 150;36,27053528;43,49925237;CAS;Approximately 6 nm east of Mosul and in Sinjar;Ninawah ;Iraq;Clear weather;urban areas;ND;
2-Oct-15;14:39;;37SGA 553 233;36,32093164;41,84386713;CAS;Approximately 6 nm east of Mosul and in Sinjar;Ninawah ;Iraq;Clear weather;urban areas;ND;
2-Oct-15;14:39;;37SGA 553 233;36,32093164;41,84386713;CAS;Approximately 6 nm east of Mosul and in Sinjar;Ninawah ;Iraq;Clear weather;urban areas;ND;
2-Oct-15;14:30;;37SGA 571 238;36,32495516;41,86406024;CAS;Approximately 6 nm east of Mosul and in Sinjar;Ninawah ;Iraq;Clear weather;urban areas;ND;
3-Oct-15;06:09;;38SKC 797 532;33,89618112;42,61761033;AI;Approximately 20nm northwest of Hit;Al Anbar ;Iraq;Marginal weather, dust;urban area;ND;
3-Oct-15;06:09;;38SKC 797 532;33,89618112;42,61761033;AI;Approximately 20nm northwest of Hit;Al Anbar ;Iraq;Marginal weather, dust;urban area;ND;
3-Oct-15;06:10;;38SKC 797 532;33,89618112;42,61761033;AI;Approximately 20nm northwest of Hit;Al Anbar ;Iraq;Marginal weather, dust;urban area;ND;
3-Oct-15;06:10;;38SKC 797 532;33,89618112;42,61761033;AI;Approximately 20nm northwest of Hit;Al Anbar ;Iraq;Marginal weather, dust;urban area;ND;
3-Oct-15;15:12;;38SLE 624 911;36,05474191;43,4722756;CAS;approximately 24nm southeast of Mosul;Ninawah ;Iraq;Clear weather;urban areas;ND;
3-Oct-15;14:08;;38SMD 245 943;35,18884083;44,17071781;CAS;Approximately 19nm southwest of Kirkuk;Kirkuk ;Iraq;Clear weather;urban areas;ND;
3-Oct-15;15:12;;38SLE 604 893;36,03823429;43,45039559;CAS;approximately 24nm southeast of Mosul;Ninawah ;Iraq;Clear weather;urban areas;ND;
4-Oct-15;15:06;;37SGA 562 236;36,32339405;41,85397988;CAS;Sinjar city;Ninawah ;Iraq;Clear weather;urban area;ND;
4-Oct-15;15:10;;38SKF 951 347;36,43566352;42,71409732;CAS;Approximately 22nm west of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
4-Oct-15;15:06;;37SGA 559 222;36,31086778;41,85018238;CAS;Sinjar city;Ninawah ;Iraq;Clear weather;urban area;ND;
4-Oct-15;15:06;;37SGA 559 222;36,31086778;41,85018238;CAS;Sinjar city;Ninawah ;Iraq;Clear weather;urban area;ND;
4-Oct-15;15:51;;38SLF 409 425;36,51463839;43,22319272;CAS;Approximately 11nm northeast of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
4-Oct-15;15:06;;37SGA 579 239;36,32564176;41,87299511;CAS;Sinjar city;Ninawah ;Iraq;Clear weather;urban area;ND;
4-Oct-15;15:51;;38SLF 407 424;36,51370402;43,22098076;CAS;Approximately 11nm northeast of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
6-Oct-15;21:17;;38SLF 535 328;36,4292392;43,36569039;CAS;Approximately 13nm east of Mosul;NINAWAH ;Iraq;Partially cloudy weather;urban/open area;ND;
6-Oct-15;21:17;;38SLF 535 327;36,42833803;43,36570928;CAS;Approximately 13nm east of Mosul;NINAWAH ;Iraq;Partially cloudy weather;urban/open area;ND;
6-Oct-15;21:17;;38SLF 567 311;36,41440242;43,40169;CAS;Approximately 13nm east of Mosul;NINAWAH ;Iraq;Partially cloudy weather;urban/open area;ND;
6-Oct-15;21:17;;38SLF 547 321;36,42311349;43,37920352;CAS;Approximately 13nm east of Mosul;NINAWAH ;Iraq;Partially cloudy weather;urban/open area;ND;
6-Oct-15;21:17;;38SLF 584 315;36,41825942;43,42057155;CAS;Approximately 13nm east of Mosul;NINAWAH ;Iraq;Partially cloudy weather;urban/open area;ND;
7-Oct-15;10:00;;37SGV 458 951;36,06945077;41,72931985;AI;Approximately 70nm West of Mosul;Ninawah;Iraq;Undercast;flat terrain;ND;
7-Oct-15;10:00;;37SGV 458 951;36,06945077;41,72931985;AI;Approximately 70nm West of Mosul;Ninawah;Iraq;Undercast;flat terrain;ND;
7-Oct-15;10:01;;37SGV 459 951;36,06942549;41,73042909;AI;Approximately 70nm West of Mosul;Ninawah;Iraq;Undercast;flat terrain;ND;
9-Oct-15;13:50;;38SKF 925 370;36,45582289;42,68449659;AI;Approximately 30nm West of Mosul;NINAWAH ;Iraq;Partially cloudy weather;urban area;ND;
9-Oct-15;14:00;;38SKF 925 370;36,45582289;42,68449659;AI;Approximately 30nm West of Mosul;NINAWAH ;Iraq;Partially cloudy weather;urban area;ND;
9-Oct-15;13:35;;38SKF 925 370;36,45582289;42,68449659;AI;Approximately 30nm West of Mosul;NINAWAH ;Iraq;Partially cloudy weather;urban area;ND;
9-Oct-15;13:35;;38SKF 925 370;36,45582289;42,68449659;AI;Approximately 30nm West of Mosul;NINAWAH ;Iraq;Partially cloudy weather;urban area;ND;
9-Oct-15;13:35;;38SKF 925 370;36,45582289;42,68449659;AI;Approximately 30nm West of Mosul;NINAWAH ;Iraq;Partially cloudy weather;urban area;ND;
9-Oct-15;13:35;;38SKF 925 369;36,4549221;42,68452338;AI;Approximately 30nm West of Mosul;NINAWAH ;Iraq;Partially cloudy weather;urban area;ND;
9-Oct-15;13:35;;38SKF 925 370;36,45582289;42,68449659;AI;Approximately 30nm West of Mosul;NINAWAH ;Iraq;Partially cloudy weather;urban area;ND;
9-Oct-15;13:35;;38SKF 925 370;36,45582289;42,68449659;AI;Approximately 30nm West of Mosul;NINAWAH ;Iraq;Partially cloudy weather;urban area;ND;
9-Oct-15;13:35;;38SKF 925 370;36,45582289;42,68449659;AI;Approximately 30nm West of Mosul;NINAWAH ;Iraq;Partially cloudy weather;urban area;ND;
9-Oct-15;18:00;;38SLF 652 182;36,299375;43,49869997;CAS;Approximately 18nm east of Mosul;Ninawah ;Iraq;;;ND;
11-Oct-15;18:46;;37SGA 566 237;36,32418803;41,85846365;CAS;Sinjar;Ninawah ;Iraq;Clear weather;urban area;ND;
11-Oct-15;19:39;;38SLB 390 988;33,41648405;43,26844642;CAS;Ramadi;Anbar ;Iraq;Clear weather;urban area;ND;
16-Oct-15;09:15;;38SKC 245 546;33,89580793;42,02085839;AI;Approximately 23nm southwest of Hadithah;Al Anbar ;Iraq;Clear weather;staging area in desert;ND;
16-Oct-15;09:15;;38SKC 245 546;33,89580793;42,02085839;AI;Approximately 23nm southwest of Hadithah;Al Anbar ;Iraq;Clear weather;staging area in desert;ND;
16-Oct-15;04:55;;38SLD 694 796;35,05067336;43,56796083;CAS ;Approximately 8 nm northeast of Bayji;Salah Ad Din ;Iraq;Clear weather;mountainous terrain;ND;
16-Oct-15;09:15;;38SKC 245 546;33,89580793;42,02085839;AI;Approximately 23nm southwest of Hadithah;Al Anbar ;Iraq;Clear weather;staging area in desert;ND;
16-Oct-15;09:15;;38SKC 245 546;33,89580793;42,02085839;AI;Approximately 23nm southwest of Hadithah;Al Anbar ;Iraq;Clear weather;staging area in desert;ND;
16-Oct-15;09:15;;38SKC 245 546;33,89580793;42,02085839;AI;Approximately 23nm southwest of Hadithah;Al Anbar ;Iraq;Clear weather;staging area in desert;ND;
16-Oct-15;09:15;;38SKC 245 546;33,89580793;42,02085839;AI;Approximately 23nm southwest of Hadithah;Al Anbar ;Iraq;Clear weather;staging area in desert;ND;
16-Oct-15;09:15;;38SKC 245 546;33,89580793;42,02085839;AI;Approximately 23nm southwest of Hadithah;Al Anbar ;Iraq;Clear weather;staging area in desert;ND;
17-Oct-15;20:06;;37SGV 448 928;36,04898995;41,71751447;AI;Approximately 17nm southwest of Sinjar;Ninawa ;Iraq;Clear weather;urban area;ND;
17-Oct-15;19:35;;37SGV 448 929;36,04989052;41,71754545;AI;Approximately 17nm southwest of Sinjar;Ninawa ;Iraq;Clear weather;urban area;ND;
17-Oct-15;20:06;;37SGV 448 929;36,04989052;41,71754545;AI;Approximately 17nm southwest of Sinjar;Ninawa ;Iraq;Clear weather;urban area;ND;
17-Oct-15;19:35;;37SGV 448 929;36,04989052;41,71754545;AI;Approximately 17nm southwest of Sinjar;Ninawa ;Iraq;Clear weather;urban area;ND;
18-Oct-15;05:35;;38SLD 675 796;35,05042568;43,5471331;CAS;Approximately 8nm north of Bayji;Salah Ad Din ;Iraq;Clear weather;Mountainous area;ND;
18-Oct-15;06:09;;38SLD 675 795;35,04952423;43,54714906;CAS;Approximately 8nm north of Bayji;Salah Ad Din ;Iraq;Clear weather;Mountainous area;ND;
19-Oct-15;06:38;;38SLC 422 028;33,4530227;43,30214675;CAS;North Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
19-Oct-15;07:54;;38SLC 421 041;33,46472842;43,30084253;CAS;North Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
19-Oct-15;08:39;;38SLC 421 032;33,45661426;43,30100086;CAS;North Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
20-Oct-15;17:24;;38SKF 906 361;36,44730282;42,66355354;AI;Ashiq;Ninawa ;Iraq;Clear weather;urban area;ND;
20-Oct-15;17:24;;38SKF 906 361;36,44730282;42,66355354;AI;Ashiq;Ninawa ;Iraq;Clear weather;urban area;ND;
20-Oct-15;17:24;;38SKF 906 361;36,44730282;42,66355354;AI;Ashiq;Ninawa ;Iraq;Clear weather;urban area;ND;
20-Oct-15;17:24;;38SKF 906 361;36,44730282;42,66355354;AI;Ashiq;Ninawa ;Iraq;Clear weather;urban area;ND;
20-Oct-15;17:24;;38SKF 905 361;36,44728098;42,6624386;AI;Ashiq;Ninawa ;Iraq;Clear weather;urban area;ND;
20-Oct-15;17:24;;38SKF 906 361;36,44730282;42,66355354;AI;Ashiq;Ninawa ;Iraq;Clear weather;urban area;ND;
20-Oct-15;17:24;;38SKF 905 362;36,44818176;42,66241156;AI;Ashiq;Ninawa ;Iraq;Clear weather;urban area;ND;
20-Oct-15;17:24;;38SKF 905 362;36,44818176;42,66241156;AI;Ashiq;Ninawa ;Iraq;Clear weather;urban area;ND;
20-Oct-15;17:24;;38SKF 905 362;36,44818176;42,66241156;AI;Ashiq;Ninawa ;Iraq;Clear weather;urban area;ND;
20-Oct-15;17:24;;38SKF 904 362;36,44815991;42,6612966;AI;Ashiq;Ninawa ;Iraq;Clear weather;urban area;ND;
20-Oct-15;17:24;;38SKF 906 363;36,44910437;42,66349949;AI;Ashiq;Ninawa ;Iraq;Clear weather;urban area;ND;
20-Oct-15;17:24;;38SKF 906 363;36,44910437;42,66349949;AI;Ashiq;Ninawa ;Iraq;Clear weather;urban area;ND;
20-Oct-15;17:24;;38SKF 907 363;36,4491262;42,66461445;AI;Ashiq;Ninawa ;Iraq;Clear weather;urban area;ND;
20-Oct-15;17:24;;38SKF 907 363;36,4491262;42,66461445;AI;Ashiq;Ninawa ;Iraq;Clear weather;urban area;ND;
21-Oct-15;08:32;;38SLC 308 039;33,46119934;43,17933297;CAS;Approximately 6NM west of Ramadi;Anbar ;Iraq;Clear weather;urban area;ND;
21-Oct-15;08:32;;38SLC 308 039;33,46119934;43,17933297;CAS;Approximately 6NM west of Ramadi;Anbar ;Iraq;Clear weather;urban area;ND;
23-Oct-15;09:18;;38SLC 330 053;33,47416605;43,20273516;CAS;West Ramadi;Al Anbar ;Iraq;Clear weather;Open area;ND;
23-Oct-15;12:19;;38SLB 782 845;33,29270211;43,69186145;CAS;6NM southwest of Fallujah;Anbar ;Iraq;Clear weather;urban area;ND;
23-Oct-15;16:43;;37SGU 041 053;34,36896781;41,21956271;AI;Approximately 11NM east of Al Qaim;Al Anbar ;Iraq;Clear weather;Mountainous area;ND;
23-Oct-15;16:43;;37SGU 041 053;34,36896781;41,21956271;AI;Approximately 11NM east of Al Qaim;Al Anbar ;Iraq;Clear weather;Mountainous area;ND;
23-Oct-15;09:18;;38SLC 330 054;33,47506757;43,20271654;CAS;West Ramadi;Al Anbar ;Iraq;Clear weather;Open area;ND;
23-Oct-15;16:43;;37SGU 041 053;34,36896781;41,21956271;AI;Approximately 11NM east of Al Qaim;Al Anbar ;Iraq;Clear weather;Mountainous area;ND;
23-Oct-15;16:43;;37SGU 041 053;34,36896781;41,21956271;AI;Approximately 11NM east of Al Qaim;Al Anbar ;Iraq;Clear weather;Mountainous area;ND;
23-Oct-15;17:07;;37SGU 041 053;34,36896781;41,21956271;AI;Approximately 11NM east of Al Qaim;Al Anbar ;Iraq;Clear weather;Mountainous area;ND;
24-Oct-15;08:43;;38SKF 909 359;36,44556672;42,66695235;CAS;22NM northwest of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
24-Oct-15;08:43;;38SKF 909 359;36,44556672;42,66695235;CAS;22NM northwest of Mosul;Ninawah ;Iraq;Clear weather;urban area;ND;
25-Oct-15;09:08;;38SLB 318 989;33,41628074;43,19102468;CAS;Approximately 6NM West of Ramadi;Anbar ;Iraq;Clear weather;urban area;ND;
25-Oct-15;09:07;;38SLB 318 989;33,41628074;43,19102468;CAS;Approximately 6NM West of Ramadi;Anbar ;Iraq;Clear weather;urban area;ND;
25-Oct-15;09:07;;38SLB 318 989;33,41628074;43,19102468;CAS;Approximately 6NM West of Ramadi;Anbar ;Iraq;Clear weather;urban area;ND;
25-Oct-15;09:07;;38SLB 317 989;33,41626505;43,18994966;CAS;Approximately 6NM West of Ramadi;Anbar ;Iraq;Clear weather;urban area;ND;
25-Oct-15;09:07;;38SLB 317 989;33,41626505;43,18994966;CAS;Approximately 6NM West of Ramadi;Anbar ;Iraq;Clear weather;urban area;ND;
25-Oct-15;09:08;;38SLB 317 989;33,41626505;43,18994966;CAS;Approximately 6NM West of Ramadi;Anbar ;Iraq;Clear weather;urban area;ND;
28-Oct-15;18:26;;38SME 001 014;35,25071909;43,90188788;AI;8NM southeast of Al Hawijah;Kirkuk;Iraq;Clear weather;open flat terrain;ND;
28-Oct-15;18:26;;38SME 001 014;35,25071909;43,90188788;AI;8NM southeast of Al Hawijah;Kirkuk;Iraq;Clear weather;open flat terrain;ND;
28-Oct-15;18:26;;38SME 001 014;35,25071909;43,90188788;AI;8NM southeast of Al Hawijah;Kirkuk;Iraq;Clear weather;open flat terrain;ND;
28-Oct-15;18:26;;38SME 008 017;35,25349329;43,90954489;AI;8NM southeast of Al Hawijah;Kirkuk;Iraq;Clear weather;open flat terrain;ND;
28-Oct-15;18:26;;38SME 008 017;35,25349329;43,90954489;AI;8NM southeast of Al Hawijah;Kirkuk;Iraq;Clear weather;open flat terrain;ND;
30-Oct-15;13:56;;38SLB 344 991;33,41848837;43,21893876;CAS;Approximately 5NM SW of Ramadi;Anbar ;Iraq;Clear weather;urban area;ND;
30-Oct-15;17:07;;37SGA 593 248;36,33336956;41,88887261;CAS;Approximately 2NM E of Sinjar;Ninawaa ;Iraq;Clear weather;mountainous area;ND;
30-Oct-15;17:54;;37SGA 591 247;36,33252298;41,8866137;CAS;Approximately 2NM E of Sinjar;Ninawaa ;Iraq;Clear weather;mountainous area;ND;
31-Oct-15;14:42;;37SGA 552 220;36,30925248;41,84232911;CAS;Sinjar;Ninewa ;Iraq;Clear weather;urban area;ND;
31-Oct-15;13:04;;37SGA 553 220;36,309226;41,84344164;CAS;Sinjar;Ninewa ;Iraq;Clear weather;urban area;ND;
31-Oct-15;13:04;;37SGA 553 220;36,309226;41,84344164;CAS;Sinjar;Ninewa ;Iraq;Clear weather;urban area;ND;
31-Oct-15;14:42;;37SGA 552 220;36,30925248;41,84232911;CAS;Sinjar;Ninewa ;Iraq;Clear weather;urban area;ND;
1-nov-15;15:16;;38SLC 419 034;33,4583879;43,29881447;CAS;Ramadi;Anbar ;Iraq;Clear weather;urban area;ND;
1-nov-15;14:32;;38SKF 912 363;36,4492352;42,67018932;CAS;2NM S of Kisik;Ninawa ;Iraq;Clear weather;urban area;ND;
1-nov-15;12:16;;38SLF 566 312;36,41528866;43,40055655;CAS;13NM NE of Mosul city;Ninawa ;Iraq;Clear weather;urban area;ND;
1-nov-15;12:16;;38SLF 567 314;36,41710596;43,40163459;CAS;13NM NE of Mosul city;Ninawa ;Iraq;Clear weather;urban area;ND;
1-nov-15;14:37;;38SKF 912 363;36,4492352;42,67018932;CAS;2NM S of Kisik;Ninawa ;Iraq;Clear weather;urban area;ND;
1-nov-15;14:53;;38SKF 683 392;36,47009395;42,4140248;CAS;Mahmud;Erbil ;Iraq;Clear weather;urban area;ND;
1-nov-15;15:06;;38SLC 419 034;33,4583879;43,29881447;CAS;Ramadi;Anbar ;Iraq;Clear weather;urban area;ND;
1-nov-15;15:01;;38SKF 683 392;36,47009395;42,4140248;CAS;Mahmud;Erbil ;Iraq;Clear weather;urban area;ND;
6-nov-15;15:28;;38SLC 445 045;33,46868601;43,32658987;CAS;Ramadi;Anbar ;Iraq;Weather obscuring part of the target area;flat terrain;ND;
6-nov-15;15:28;;38SLC 430 048;33,4711718;43,31040123;CAS;Ramadi;Anbar ;Iraq;Weather obscuring part of the target area;flat terrain;ND;
6-nov-15;15:28;;38SLC 408 038;33,46183121;43,28691191;CAS;Ramadi;Anbar ;Iraq;Weather obscuring part of the target area;flat terrain;ND;
10-nov-15;20:05;20:37;38SLE 889 100;35,32706808;43,77763487;AI;AL HAWIJAH;KIRKUK ;Iraq;Clear weather;urban area;ND;
10-nov-15;20:05;20:37;38SLE 889 100;35,32706808;43,77763487;AI;AL HAWIJAH;KIRKUK ;Iraq;Clear weather;urban area;ND;
10-nov-15;20:05;20:37;38SLE 889 100;35,32706808;43,77763487;AI;AL HAWIJAH;KIRKUK ;Iraq;Clear weather;urban area;ND;
10-nov-15;20:05;20:37;38SLE 889 100;35,32706808;43,77763487;AI;AL HAWIJAH;KIRKUK ;Iraq;Clear weather;urban area;ND;
10-nov-15;20:05;20:37;38SLE 889 100;35,32706808;43,77763487;AI;AL HAWIJAH;KIRKUK ;Iraq;Clear weather;urban area;ND;
10-nov-15;20:05;20:37;38SLE 889 100;35,32706808;43,77763487;AI;AL HAWIJAH;KIRKUK ;Iraq;Clear weather;urban area;ND;
10-nov-15;20:05;20:37;38SLE 889 100;35,32706808;43,77763487;AI;AL HAWIJAH;KIRKUK ;Iraq;Clear weather;urban area;ND;
10-nov-15;20:05;20:37;38SLE 889 100;35,32706808;43,77763487;AI;AL HAWIJAH;KIRKUK ;Iraq;Clear weather;urban area;ND;
10-nov-15;20:05;20:37;38SLE 889 100;35,32706808;43,77763487;AI;AL HAWIJAH;KIRKUK ;Iraq;Clear weather;urban area;ND;
10-nov-15;20:05;20:37;38SLE 889 100;35,32706808;43,77763487;AI;AL HAWIJAH;KIRKUK ;Iraq;Clear weather;urban area;ND;
10-nov-15;20:05;20:37;38SLE 889 100;35,32706808;43,77763487;AI;AL HAWIJAH;KIRKUK ;Iraq;Clear weather;urban area;ND;
10-nov-15;20:05;20:37;38SLE 889 100;35,32706808;43,77763487;AI;AL HAWIJAH;KIRKUK ;Iraq;Clear weather;urban area;ND;
10-nov-15;20:05;20:37;38SLE 889 100;35,32706808;43,77763487;AI;AL HAWIJAH;KIRKUK ;Iraq;Clear weather;urban area;ND;
13-nov-15;03:55;;38SLF 094 397;36,48365624;42,87229689;CAS;Approximately 15NM northwest of Mosul;Ninawah ;Iraq;Clear weather;open area;ND;
13-nov-15;06:11;;38SKF 377 271;36,35326572;42,07696881;CAS;approximately 10NM east of Sinjar;Ninawah ;Iraq;Clear weather;open area;ND;
13-nov-15;06:11;;38SKF 377 271;36,35326572;42,07696881;CAS;approximately 10NM east of Sinjar;Ninawah ;Iraq;Clear weather;open area;ND;
13-nov-15;06:11;;38SKF 377 271;36,35326572;42,07696881;CAS;approximately 10NM east of Sinjar;Ninawah ;Iraq;Clear weather;open area;ND;
15-nov-15;04:25;;38SLC 397 040;33,46347022;43,27504418;CAS;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
15-nov-15;06:17;;38SLB 389 989;33,4173706;43,26735344;CAS;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
15-nov-15;06:55;;38SLE 577 546;35,72510257;43,42663372;CAS;Karmardi;Erbil ;Iraq;Clear weather;urban area;ND;
15-nov-15;06:10;;38SLB 358 984;33,41239278;43,23411755;CAS;Ramadi;Al Anbar ;Iraq;Clear weather;urban area;ND;
15-nov-15;06:42;;38SLE 577 545;35,72420127;43,42665145;CAS;Karmardi;Erbil ;Iraq;Clear weather;urban area;ND;
17-nov-15;07:34;;38SLB 386 989;33,4173255;43,26412819;CAS;Ramadi;Al-Anbar ;Iraq;Overcast clouds ;urban area;ND;
17-nov-15;09:04;;38SLC 301 053;33,47370964;43,17153891;CAS;Ramadi;Al-Anbar ;Iraq;Overcast clouds ;urban area;ND;
17-nov-15;09:04;;38SLC 308 040;33,46210086;43,17931412;CAS;Ramadi;Al-Anbar ;Iraq;Overcast clouds ;urban area;ND;
17-nov-15;07:17;;38SLC 399 038;33,46169702;43,27723117;CAS;Ramadi;Al-Anbar ;Iraq;Overcast clouds ;urban area;ND;
17-nov-15;07:45;;38SLB 388 991;33,4191587;43,26624251;CAS;Ramadi;Al-Anbar ;Iraq;Overcast clouds ;urban area;ND;
17-nov-15;09:25;;37SGA 545 139;36,23650124;41,83190404;CAS;Approximately 5NM S of Sinjar;Ninawah ;Iraq;Overcast clouds ;urban area;ND;
17-nov-15;10:57;;38SLF 014 400;36,48473331;42,78297361;CAS;approximately 15NM NW of Mosul;Ninawah ;Iraq;Overcast clouds ;urban area;ND;
18-nov-15;12:22;;38SLB 353 990;33,4177254;43,22863271;CAS;North and West of Ramadi;East Anbar;Iraq;Scattered-broken clouds 5-10k�;urban area;ND;
18-nov-15;12:29;;38SLB 353 990;33,4177254;43,22863271;CAS;North and West of Ramadi;East Anbar;Iraq;Scattered-broken clouds 5-10k�;urban area;ND;
18-nov-15;10:35;;38SLB 350 992;33,41948238;43,22537083;CAS;North and West of Ramadi;East Anbar;Iraq;Scattered-broken clouds 5-10k�;urban area;ND;
18-nov-15;10:35;;38SLB 353 990;33,4177254;43,22863271;CAS;North and West of Ramadi;East Anbar;Iraq;Scattered-broken clouds 5-10k�;urban area;ND;
18-nov-15;10:45;;38SLB 353 990;33,4177254;43,22863271;CAS;North and West of Ramadi;East Anbar;Iraq;Scattered-broken clouds 5-10k�;urban area;ND;
18-nov-15;11:57;;38SLB 354 991;33,4186423;43,22968947;CAS;North and West of Ramadi;East Anbar;Iraq;Scattered-broken clouds 5-10k�;urban area;ND;
18-nov-15;12:22;;38SLB 356 989;33,41686988;43,23187618;CAS;North and West of Ramadi;East Anbar;Iraq;Scattered-broken clouds 5-10k�;urban area;ND;
20-nov-15;12:11;;38SKF 820 432;36,50933681;42,56567241;CAS;Approximately 10NM NE of Tall Afar;Ninawah ;Iraq;Clear weather;industrial area;ND;
20-nov-15;12:17;;38SKF 820 432;36,50933681;42,56567241;CAS;Approximately 10NM NE of Tall Afar;Ninawah ;Iraq;Clear weather;industrial area;ND;
20-nov-15;07:52;;38SLB 399 994;33,42202817;43,27801529;CAS;Ramadi;Al Anbar ;Iraq;Overcast initially, half way clearing up;urban area;ND;
20-nov-15;08:33;;38SLC 394 038;33,46162215;43,27185301;CAS;Ramadi;Al Anbar ;Iraq;Overcast initially, half way clearing up;urban area;ND;
